GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(Player-3),FinalScore(Player-2),FinalScore(PlayerName-1),FinalScore(PlayerName-2),FinalScore(PlayerName-3),OrdinalPosition(Player-1 rank),OrdinalPosition(PlayerName-0),OrdinalPosition(Player-1),OrdinalPosition(Player-0),OrdinalPosition(Player-0 rank),OrdinalPosition(Player-3),OrdinalPosition(Player-3 rank),OrdinalPosition(Player-2),OrdinalPosition(PlayerName-1),OrdinalPosition(Player-2 rank),OrdinalPosition(PlayerName-2),OrdinalPosition(PlayerName-3),PlayerType(PlayerType-1),PlayerType(PlayerType-0),PlayerType(PlayerType-3),PlayerType(PlayerType-2),Winner(PlayerIdx)
1659788427,SushiGo,3,GAME_OVER,98,0,4,126,GroupZOSLAPlayer,43.0,28.0,35.0,23.0,mcts,random,mcts,1,GroupZOSLAPlayer,1,3,3,2,2,4,mcts,4,random,mcts,mcts,GroupZOSLAPlayer,mcts,random,1
1120017672,SushiGo,3,GAME_OVER,96,0,4,127,mcts,37.0,47.0,42.0,33.0,GroupZOSLAPlayer,GroupZOSLAPlayer,mcts,3,mcts,3,1,1,2,2,4,GroupZOSLAPlayer,4,GroupZOSLAPlayer,mcts,GroupZOSLAPlayer,mcts,mcts,GroupZOSLAPlayer,0
6435550,SushiGo,3,GAME_OVER,101,0,4,128,GroupZOSLAPlayer,33.0,35.0,32.0,30.0,random,random,random,2,GroupZOSLAPlayer,2,1,1,3,3,4,random,4,random,random,random,GroupZOSLAPlayer,random,random,0
-1788846950,SushiGo,3,GAME_OVER,96,0,4,129,mcts,57.0,35.0,14.0,21.0,mcts,GroupZOSLAPlayer,GroupZOSLAPlayer,1,mcts,1,2,2,4,4,3,mcts,3,GroupZOSLAPlayer,GroupZOSLAPlayer,mcts,mcts,GroupZOSLAPlayer,GroupZOSLAPlayer,1
-1540822946,SushiGo,3,GAME_OVER,98,0,4,130,mcts,59.0,37.0,23.0,40.0,mcts,GroupZOSLAPlayer,random,1,mcts,1,3,3,4,4,2,mcts,2,GroupZOSLAPlayer,random,mcts,mcts,random,GroupZOSLAPlayer,1
-1380206301,SushiGo,3,GAME_OVER,98,0,4,131,GroupZOSLAPlayer,24.0,26.0,84.0,31.0,random,random,mcts,4,GroupZOSLAPlayer,4,3,3,1,1,2,random,2,random,mcts,random,GroupZOSLAPlayer,mcts,random,3
-1360479120,SushiGo,3,GAME_OVER,100,0,4,132,random,50.0,32.0,22.0,58.0,mcts,mcts,GroupZOSLAPlayer,2,random,2,3,3,4,4,1,mcts,1,mcts,GroupZOSLAPlayer,mcts,random,GroupZOSLAPlayer,mcts,2
740499949,SushiGo,3,GAME_OVER,96,0,4,133,GroupZOSLAPlayer,27.0,33.0,23.0,48.0,GroupZOSLAPlayer,mcts,random,3,GroupZOSLAPlayer,3,2,2,4,4,1,GroupZOSLAPlayer,1,mcts,random,GroupZOSLAPlayer,GroupZOSLAPlayer,random,mcts,2
-1786126378,SushiGo,3,GAME_OVER,98,0,4,134,GroupZOSLAPlayer,26.0,25.0,48.0,23.0,random,random,mcts,2,GroupZOSLAPlayer,2,3,3,1,1,4,random,4,random,mcts,random,GroupZOSLAPlayer,mcts,random,3
166334781,SushiGo,3,GAME_OVER,97,0,4,135,random,74.0,42.0,27.0,17.0,mcts,random,GroupZOSLAPlayer,1,random,1,2,2,3,3,4,mcts,4,random,GroupZOSLAPlayer,mcts,random,GroupZOSLAPlayer,random,1
-2037277650,SushiGo,3,GAME_OVER,96,0,4,136,mcts,22.0,49.0,43.0,20.0,GroupZOSLAPlayer,GroupZOSLAPlayer,mcts,3,mcts,3,1,1,2,2,4,GroupZOSLAPlayer,4,GroupZOSLAPlayer,mcts,GroupZOSLAPlayer,mcts,mcts,GroupZOSLAPlayer,0
1875658582,SushiGo,3,GAME_OVER,101,0,4,137,GroupZOSLAPlayer,17.0,34.0,42.0,33.0,random,random,mcts,4,GroupZOSLAPlayer,4,2,2,1,1,3,random,3,random,mcts,random,GroupZOSLAPlayer,mcts,random,3
-1787008643,SushiGo,3,GAME_OVER,96,0,4,138,random,47.0,20.0,26.0,49.0,mcts,mcts,GroupZOSLAPlayer,2,random,2,4,4,3,3,1,mcts,1,mcts,GroupZOSLAPlayer,mcts,random,GroupZOSLAPlayer,mcts,2
1428144759,SushiGo,3,GAME_OVER,97,0,4,139,mcts,14.0,54.0,21.0,35.0,GroupZOSLAPlayer,random,GroupZOSLAPlayer,4,mcts,4,1,1,3,3,2,GroupZOSLAPlayer,2,random,GroupZOSLAPlayer,GroupZOSLAPlayer,mcts,GroupZOSLAPlayer,random,0
-590054297,SushiGo,3,GAME_OVER,98,0,4,140,mcts,31.0,60.0,22.0,26.0,random,random,GroupZOSLAPlayer,2,mcts,2,1,1,4,4,3,random,3,random,GroupZOSLAPlayer,random,mcts,GroupZOSLAPlayer,random,0
-664854618,SushiGo,3,GAME_OVER,99,0,4,141,random,53.0,20.0,21.0,29.0,mcts,GroupZOSLAPlayer,random,1,random,1,4,4,3,3,2,mcts,2,GroupZOSLAPlayer,random,mcts,random,random,GroupZOSLAPlayer,1
